2020-12-26 02:10:01 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=jpaGsc, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [jpaGsc]
2020-12-26 02:10:01 DEBUG ProviderChecker:86 - Persistence-unit [jpaGsc] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2020-12-26 02:10:01 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: jpaGsc
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/moham/eclipse-workspaces/grcBochra/gestion-stations-carburant/gestion-stations-carburant-jpa/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		ma.ac.fstt.sim.jpa.entities.Carburant]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: 
		hibernate.dialect: org.hibernate.dialect.MySQLInnoDBDialect
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		hibernate.format_sql: true
		javax.persistence.jdbc.user: root]
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2020-12-26 02:10:02 INFO  Version:46 - HHH000412: Hibernate Core {5.4.0.Final}
2020-12-26 02:10:02 INFO  Environment:199 - HHH000206: hibernate.properties not found
2020-12-26 02:10:02 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:118 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:49 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2020-12-26 02:10:02 INFO  Version:49 - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@4e253973
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@41c9fa8c
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration locale -> org.hibernate.type.LocaleType@3ae784d5
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@3ae784d5
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration currency -> org.hibernate.type.CurrencyType@4566ffc6
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@4566ffc6
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration timezone -> org.hibernate.type.TimeZoneType@5a55eb29
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@5a55eb29
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration class -> org.hibernate.type.ClassType@34f2417a
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@34f2417a
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@c0aa706
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@c0aa706
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@22800cac
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration binary -> org.hibernate.type.BinaryType@4ffe3c22
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration byte[] -> org.hibernate.type.BinaryType@4ffe3c22
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration [B -> org.hibernate.type.BinaryType@4ffe3c22
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@58985652
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@58985652
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@58985652
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration row_version -> org.hibernate.type.RowVersionType@2fb64ecd
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration image -> org.hibernate.type.ImageType@26205667
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration characters -> org.hibernate.type.CharArrayType@e06d8ce
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration char[] -> org.hibernate.type.CharArrayType@e06d8ce
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration [C -> org.hibernate.type.CharArrayType@e06d8ce
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@57bae713
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@57bae713
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@57bae713
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration text -> org.hibernate.type.TextType@320e5e1c
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration ntext -> org.hibernate.type.NTextType@63f50290
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration blob -> org.hibernate.type.BlobType@6b89254c
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@6b89254c
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@4894834b
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration clob -> org.hibernate.type.ClobType@58589af4
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@58589af4
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration nclob -> org.hibernate.type.NClobType@762415f2
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@762415f2
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@1d06357a
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@621b1f54
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration serializable -> org.hibernate.type.SerializableType@4e9db697
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration object -> org.hibernate.type.ObjectType@3e5a7ddf
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@3e5a7ddf
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@66972566
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@bce18ee
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@60a93bae
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@39ab5f12
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@66c8f154
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@1d3a8c0b
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@3467b049
2020-12-26 02:10:02 DEBUG BasicTypeRegistry:156 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@57572a18
2020-12-26 02:10:02 DEBUG BootstrapContextImpl:272 - Injecting ScanEnvironment [org.hibernate.jpa.boot.internal.StandardJpaScanEnvironmentImpl@3c2c7d27] into BootstrapContext; was [null]
2020-12-26 02:10:02 DEBUG BootstrapContextImpl:267 - Injecting ScanOptions [org.hibernate.boot.archive.scan.internal.StandardScanOptions@3a3d058b] into BootstrapContext; was [org.hibernate.boot.archive.scan.internal.StandardScanOptions@42067561]
2020-12-26 02:10:03 DEBUG BootstrapContextImpl:262 - Injecting JPA temp ClassLoader [null] into BootstrapContext; was [null]
2020-12-26 02:10:03 DEBUG ClassLoaderAccessImpl:45 - ClassLoaderAccessImpl#injectTempClassLoader(null) [was null]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2020-12-26 02:10:03 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2020-12-26 02:10:03 WARN  pooling:72 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2020-12-26 02:10:03 INFO  pooling:115 - HHH10001005: using driver [com.mysql.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC]
2020-12-26 02:10:03 INFO  pooling:121 - HHH10001001: Connection properties: {user=root}
2020-12-26 02:10:03 INFO  pooling:129 - HHH10001003: Autocommit mode: false
2020-12-26 02:10:03 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
2020-12-26 02:10:03 INFO  DriverManagerConnectionProviderImpl:239 - HHH000115: Hibernate connection pool size: 20 (min=1)
2020-12-26 02:10:03 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : MySQL
    version : 5.7.31
      major : 5
      minor : 7
2020-12-26 02:10:03 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.12 (Revision: 24766725dc6e017025532146d94c6e6c488fb8f1)
      major : 8
      minor : 0
2020-12-26 02:10:03 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
2020-12-26 02:10:03 INFO  Dialect:158 - HHH000400: Using dialect: org.hibernate.dialect.MySQLInnoDBDialect
2020-12-26 02:10:03 DEBUG IdentifierHelperBuilder:117 - JDBC driver metadata reported database stores quoted identifiers in more than one case
2020-12-26 02:10:03 DEBUG IdentifierHelperBuilder:191 - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
2020-12-26 02:10:03 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2020-12-26 02:10:03 DEBUG TypeConfiguration$Scope:152 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@479bc077] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@5e8d7d40]
2020-12-26 02:10:03 DEBUG AnnotationBinder:558 - Binding entity from annotated class: ma.ac.fstt.sim.jpa.entities.HistoCarb
2020-12-26 02:10:03 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2020-12-26 02:10:03 DEBUG EntityBinder:430 - Import with entity name HistoCarb
2020-12-26 02:10:03 DEBUG EntityBinder:873 - Bind entity ma.ac.fstt.sim.jpa.entities.HistoCarb on table histo_carb
2020-12-26 02:10:04 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(histo_carb), mappingColumn=id_histo_carb, insertable=true, updatable=true, unique=false}
2020-12-26 02:10:04 DEBUG PropertyBinder:175 - MetadataSourceProcessor property idHistoCarb with lazy=false
2020-12-26 02:10:04 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [ma.ac.fstt.sim.jpa.entities.HistoCarb:idHistoCarb]
2020-12-26 02:10:04 DEBUG SimpleValueBinder:411 - building SimpleValue for idHistoCarb
2020-12-26 02:10:04 DEBUG PropertyBinder:266 - Building property idHistoCarb
2020-12-26 02:10:04 DEBUG BinderHelper:644 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id_histo_carb)]), idHistoCarb, assigned, , ...)
2020-12-26 02:10:04 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='id_carburant', referencedColumn='', mappedBy=''}
2020-12-26 02:10:04 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(histo_carb), mappingColumn=carburant, insertable=true, updatable=true, unique=false}
2020-12-26 02:10:04 DEBUG PropertyBinder:266 - Building property carburant
2020-12-26 02:10:04 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(histo_carb), mappingColumn=date, insertable=true, updatable=true, unique=false}
2020-12-26 02:10:04 DEBUG PropertyBinder:175 - MetadataSourceProcessor property date with lazy=false
2020-12-26 02:10:04 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [ma.ac.fstt.sim.jpa.entities.HistoCarb:date]
2020-12-26 02:10:04 DEBUG SimpleValueBinder:411 - building SimpleValue for date
2020-12-26 02:10:04 DEBUG PropertyBinder:266 - Building property date
2020-12-26 02:10:04 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(histo_carb), mappingColumn=prix, insertable=true, updatable=true, unique=false}
